any,geo,municipis,nivell de formació assolit,sexe,concepte,estat,valor,Codes,Names,valor en %
2020,171143,Olot,educació superior,total,població de 25 a 64 anys,,6705,34091717114,Olot,33.55855855855856
2020,251522,"Oluges, les",educació superior,total,població de 25 a 64 anys,,40,34092525152,Les Oluges,42.10526315789473
2020,081445,Olvan,educació superior,total,població de 25 a 64 anys,,170,34090808144,Olvan,35.41666666666667
2020,251538,"Omellons, els",educació superior,total,població de 25 a 64 anys,,40,34092525153,Els Omellons,42.10526315789473
2020,251543,"Omells de na Gaia, els",educació superior,total,població de 25 a 64 anys,,30,34092525154,Els Omells de na Gaia,40.0
2020,171156,Ordis,educació superior,total,població de 25 a 64 anys,,80,34091717115,Ordis,40.0
2020,251556,Organyà,educació superior,total,població de 25 a 64 anys,,150,34092525155,Organyà,37.5
2020,081509,Orís,educació superior,total,població de 25 a 64 anys,,95,34090808150,Orís,47.5
2020,081516,Oristà,educació superior,total,població de 25 a 64 anys,,135,34090808151,Oristà,45.76271186440678
2020,081521,Orpí,educació superior,total,població de 25 a 64 anys,,40,34090808152,Orpí,47.05882352941176
2020,081537,Òrrius,educació superior,total,població de 25 a 64 anys,,240,34090808153,Òrrius,54.54545454545454
2020,251569,Os de Balaguer,educació superior,total,població de 25 a 64 anys,,210,34092525156,Os de Balaguer,40.0
2020,171169,Osor,educació superior,total,població de 25 a 64 anys,,90,34091717116,Osor,36.734693877551024
2020,251575,Ossó de Sió,educació superior,total,població de 25 a 64 anys,,50,34092525157,Ossó de Sió,47.61904761904761
2020,081542,Pacs del Penedès,educació superior,total,població de 25 a 64 anys,,250,34090808154,Pacs del Penedès,48.54368932038835
2020,081555,Palafolls,educació superior,total,població de 25 a 64 anys,,1660,34090808155,Palafolls,29.882988298829883
2020,171175,Palafrugell,educació superior,total,població de 25 a 64 anys,,3110,34091717117,Palafrugell,24.202334630350194
2020,171181,Palamós,educació superior,total,població de 25 a 64 anys,,3255,34091717118,Palamós,32.02164289227743
2020,251581,"Palau d'Anglesola, el",educació superior,total,població de 25 a 64 anys,,520,34092525158,El Palau d'Anglesola,43.51464435146444
2020,171194,Palau de Santa Eulàlia,educació superior,total,població de 25 a 64 anys,,20,34091717119,Palau de Santa Eulàlia,44.44444444444444
2020,171215,Palau-sator,educació superior,total,població de 25 a 64 anys,,70,34091717121,Palau-sator,40.0
2020,171208,Palau-saverdera,educació superior,total,població de 25 a 64 anys,,250,34091717120,Palau-saverdera,33.11258278145696
2020,081568,Palau-solità i Plegamans,educació superior,total,població de 25 a 64 anys,,3420,34090808156,Palau-solità i Plegamans,41.30434782608695
2020,431009,"Pallaresos, els",educació superior,total,població de 25 a 64 anys,,1365,34094343100,Els Pallaresos,50.3690036900369
2020,081574,Pallejà,educació superior,total,població de 25 a 64 anys,,3060,34090808157,Pallejà,47.1858134155744
2020,430995,"Palma d'Ebre, la",educació superior,total,població de 25 a 64 anys,,60,34094343099,La Palma d'Ebre,38.70967741935484
2020,089058,"Palma de Cervelló, la",educació superior,total,població de 25 a 64 anys,,920,34090808905,La Palma de Cervelló,52.42165242165242
2020,171236,Palol de Revardit,educació superior,total,població de 25 a 64 anys,,105,34091717123,Palol de Revardit,45.65217391304348
2020,171241,Pals,educació superior,total,població de 25 a 64 anys,,520,34091717124,Pals,37.95620437956204
2020,081580,"Papiol, el",educació superior,total,població de 25 a 64 anys,,1060,34090808158,El Papiol,44.44444444444444
2020,171254,Pardines,educació superior,total,població de 25 a 64 anys,,50,34091717125,Pardines,55.55555555555556
2020,081593,Parets del Vallès,educació superior,total,població de 25 a 64 anys,,4305,34090808159,Parets del Vallès,39.35100548446069
2020,171267,Parlavà,educació superior,total,població de 25 a 64 anys,,110,34091717126,Parlavà,51.162790697674424
2020,431016,Passanant i Belltall,educació superior,total,població de 25 a 64 anys,,35,34094343101,Passanant i Belltall,41.17647058823529
2020,171289,Pau,educació superior,total,població de 25 a 64 anys,,125,34091717128,Pau,41.66666666666667
2020,431021,Paüls,educació superior,total,població de 25 a 64 anys,,80,34094343102,Paüls,31.372549019607842
2020,171292,Pedret i Marzà,educació superior,total,població de 25 a 64 anys,,50,34091717129,Pedret i Marzà,47.61904761904761
2020,251641,Penelles,educació superior,total,població de 25 a 64 anys,,90,34092525164,Penelles,37.5
2020,171306,"Pera, la",educació superior,total,població de 25 a 64 anys,,115,34091717130,La Pera,50.0
2020,081607,Perafita,educació superior,total,població de 25 a 64 anys,,100,34090808160,Perafita,46.51162790697674
2020,431037,Perafort,educació superior,total,població de 25 a 64 anys,,340,34094343103,Perafort,46.89655172413793
2020,171328,Peralada,educació superior,total,població de 25 a 64 anys,,480,34091717132,Peralada,45.07042253521127
2020,251654,Peramola,educació superior,total,població de 25 a 64 anys,,75,34092525165,Peramola,39.473684210526315
2020,431042,"Perelló, el",educació superior,total,població de 25 a 64 anys,,450,34094343104,El Perelló,30.303030303030305
2020,081614,Piera,educació superior,total,població de 25 a 64 anys,,2580,34090808161,Piera,28.46111417539989
2020,431055,"Piles, les",educació superior,total,població de 25 a 64 anys,,55,34094343105,Les Piles,45.83333333333333
2020,081635,Pineda de Mar,educació superior,total,població de 25 a 64 anys,,4250,34090808163,Pineda de Mar,27.79594506213211
2020,431068,"Pinell de Brai, el",educació superior,total,població de 25 a 64 anys,,145,34094343106,El Pinell de Brai,28.71287128712871
2020,251667,Pinell de Solsonès,educació superior,total,població de 25 a 64 anys,,45,34092525166,Pinell de Solsonès,42.857142857142854
2020,251673,Pinós,educació superior,total,població de 25 a 64 anys,,60,34092525167,Pinós,42.857142857142854
2020,431074,Pira,educació superior,total,població de 25 a 64 anys,,85,34094343107,Pira,31.48148148148148
2020,431080,"Pla de Santa Maria, el",educació superior,total,població de 25 a 64 anys,,430,34094343108,El Pla de Santa Maria,33.46303501945525
2020,081640,"Pla del Penedès, el",educació superior,total,població de 25 a 64 anys,,285,34090808164,El Pla del Penedès,39.310344827586206
2020,171334,"Planes d'Hostoles, les",educació superior,total,població de 25 a 64 anys,,315,34091717133,Les Planes d'Hostoles,36.84210526315789
2020,171349,Planoles,educació superior,total,població de 25 a 64 anys,,85,34091717134,Planoles,50.0
2020,259118,"Plans de Sió, els",educació superior,total,població de 25 a 64 anys,,110,34092525911,Els Plans de Sió,43.13725490196079
2020,251689,"Poal, el",educació superior,total,població de 25 a 64 anys,,140,34092525168,El Poal,39.436619718309856
2020,251692,"Pobla de Cérvoles, la",educació superior,total,població de 25 a 64 anys,,35,34092525169,La Pobla de Cérvoles,33.33333333333333
2020,081653,"Pobla de Claramunt, la",educació superior,total,població de 25 a 64 anys,,440,34090808165,La Pobla de Claramunt,38.095238095238095
2020,081666,"Pobla de Lillet, la",educació superior,total,població de 25 a 64 anys,,195,34090808166,La Pobla de Lillet,35.45454545454545
2020,431093,"Pobla de Mafumet, la",educació superior,total,població de 25 a 64 anys,,790,34094343109,La Pobla de Mafumet,32.64462809917356
2020,431107,"Pobla de Massaluca, la",educació superior,total,població de 25 a 64 anys,,45,34094343110,La Pobla de Massaluca,28.125
2020,431114,"Pobla de Montornès, la",educació superior,total,població de 25 a 64 anys,,520,34094343111,La Pobla de Montornès,32.5
2020,251713,"Pobla de Segur, la",educació superior,total,població de 25 a 64 anys,,600,34092525171,La Pobla de Segur,38.46153846153847
2020,431129,Poboleda,educació superior,total,població de 25 a 64 anys,,55,34094343112,Poboleda,29.72972972972973
2020,081672,Polinyà,educació superior,total,població de 25 a 64 anys,,1540,34090808167,Polinyà,30.555555555555557
2020,431135,"Pont d'Armentera, el",educació superior,total,població de 25 a 64 anys,,65,34094343113,El Pont d'Armentera,25.0
2020,250306,"Pont de Bar, el",educació superior,total,població de 25 a 64 anys,,30,34092525030,El Pont de Bar,37.5
2020,171352,Pont de Molins,educació superior,total,població de 25 a 64 anys,,95,34091717135,Pont de Molins,32.20338983050847
2020,251734,"Pont de Suert, el",educació superior,total,població de 25 a 64 anys,,500,34092525173,El Pont de Suert,38.759689922480625
2020,081825,"Pont de Vilomara i Rocafort, el",educació superior,total,població de 25 a 64 anys,,555,34090808182,El Pont de Vilomara i Rocafort,25.400457665903893
2020,431418,Pontils,educació superior,total,població de 25 a 64 anys,,25,34094343141,Pontils,35.714285714285715
2020,081688,Pontons,educació superior,total,població de 25 a 64 anys,,95,34090808168,Pontons,31.147540983606557
2020,171365,Pontós,educació superior,total,població de 25 a 64 anys,,75,34091717136,Pontós,51.724137931034484
2020,251728,Ponts,educació superior,total,població de 25 a 64 anys,,425,34092525172,Ponts,29.310344827586203
2020,171371,Porqueres,educació superior,total,població de 25 a 64 anys,,1105,34091717137,Porqueres,43.333333333333336
2020,431140,Porrera,educació superior,total,població de 25 a 64 anys,,100,34094343114,Porrera,39.21568627450981
2020,171404,"Port de la Selva, el",educació superior,total,població de 25 a 64 anys,,160,34091717140,El Port de la Selva,32.0
2020,171387,Portbou,educació superior,total,població de 25 a 64 anys,,140,34091717138,Portbou,25.454545454545453
2020,251749,"Portella, la",educació superior,total,població de 25 a 64 anys,,100,34092525174,La Portella,22.727272727272727
2020,431153,Pradell de la Teixeta,educació superior,total,població de 25 a 64 anys,,40,34094343115,Pradell de la Teixeta,50.0
2020,431166,Prades,educació superior,total,població de 25 a 64 anys,,135,34094343116,Prades,43.54838709677419
2020,431172,Prat de Comte,educació superior,total,població de 25 a 64 anys,,25,34094343117,Prat de Comte,29.411764705882355
2020,081691,"Prat de Llobregat, el",educació superior,total,població de 25 a 64 anys,,13125,34090808169,El Prat de Llobregat,36.0477890689371
2020,431188,Pratdip,educació superior,total,població de 25 a 64 anys,,150,34094343118,Pratdip,40.54054054054054
2020,081712,Prats de Lluçanès,educació superior,total,població de 25 a 64 anys,,495,34090808171,Prats de Lluçanès,34.61538461538461
2020,081705,"Prats de Rei, els",educació superior,total,població de 25 a 64 anys,,105,34090808170,Els Prats de Rei,34.42622950819672
2020,251752,Prats i Sansor,educació superior,total,població de 25 a 64 anys,,70,34092525175,Prats i Sansor,56.00000000000001
2020,251765,Preixana,educació superior,total,població de 25 a 64 anys,,80,34092525176,Preixana,42.10526315789473
2020,251771,Preixens,educació superior,total,població de 25 a 64 anys,,45,34092525177,Preixens,24.324324324324326
2020,082303,Premià de Dalt,educació superior,total,població de 25 a 64 anys,,2990,34090808230,Premià de Dalt,52.96722763507529
2020,081727,Premià de Mar,educació superior,total,població de 25 a 64 anys,,7145,34090808172,Premià de Mar,45.408325389259616
2020,171390,"Preses, les",educació superior,total,població de 25 a 64 anys,,460,34091717139,Les Preses,44.87804878048781
2020,251790,Prullans,educació superior,total,població de 25 a 64 anys,,55,34092525179,Prullans,44.0
2020,171411,Puigcerdà,educació superior,total,població de 25 a 64 anys,,1555,34091717141,Puigcerdà,28.068592057761734
2020,081748,Puigdàlber,educació superior,total,població de 25 a 64 anys,,105,34090808174,Puigdàlber,36.206896551724135
2020,251804,Puiggròs,educació superior,total,població de 25 a 64 anys,,65,34092525180,Puiggròs,44.827586206896555
2020,431191,Puigpelat,educació superior,total,població de 25 a 64 anys,,275,34094343119,Puigpelat,39.285714285714285
2020,081751,Puig-reig,educació superior,total,població de 25 a 64 anys,,905,34090808175,Puig-reig,39.95584988962472
2020,251811,Puigverd d'Agramunt,educació superior,total,població de 25 a 64 anys,,45,34092525181,Puigverd d'Agramunt,33.33333333333333
2020,251826,Puigverd de Lleida,educació superior,total,població de 25 a 64 anys,,280,34092525182,Puigverd de Lleida,36.84210526315789
2020,081764,Pujalt,educació superior,total,població de 25 a 64 anys,,55,34090808176,Pujalt,50.0
2020,081770,"Quar, la",educació superior,total,població de 25 a 64 anys,,5,34090808177,La Quar,25.0
2020,171426,Quart,educació superior,total,població de 25 a 64 anys,,1035,34091717142,Quart,48.82075471698113
2020,170433,Queralbs,educació superior,total,població de 25 a 64 anys,,45,34091717043,Queralbs,40.909090909090914
2020,431205,Querol,educació superior,total,població de 25 a 64 anys,,90,34094343120,Querol,29.508196721311474
2020,171432,Rabós,educació superior,total,població de 25 a 64 anys,,40,34091717143,Rabós,38.095238095238095
2020,081786,Rajadell,educació superior,total,població de 25 a 64 anys,,150,34090808178,Rajadell,50.0
2020,431212,Rasquera,educació superior,total,població de 25 a 64 anys,,145,34094343121,Rasquera,37.17948717948718
2020,171447,Regencós,educació superior,total,població de 25 a 64 anys,,55,34091717144,Regencós,37.93103448275862
2020,081799,Rellinars,educació superior,total,població de 25 a 64 anys,,175,34090808179,Rellinars,37.234042553191486
2020,431227,Renau,educació superior,total,població de 25 a 64 anys,,70,34094343122,Renau,66.66666666666666
2020,431233,Reus,educació superior,total,població de 25 a 64 anys,,19925,34094343123,Reus,34.586009373372676
2020,251832,Rialp,educació superior,total,població de 25 a 64 anys,,200,34092525183,Rialp,50.63291139240506
2020,431248,"Riba, la",educació superior,total,població de 25 a 64 anys,,110,34094343124,La Riba,36.0655737704918
2020,431251,Riba-roja d'Ebre,educació superior,total,població de 25 a 64 anys,,230,34094343125,Riba-roja d'Ebre,37.39837398373984
2020,259059,Ribera d'Ondara,educació superior,total,població de 25 a 64 anys,,105,34092525905,Ribera d'Ondara,44.680851063829785
2020,251850,Ribera d'Urgellet,educació superior,total,població de 25 a 64 anys,,210,34092525185,Ribera d'Urgellet,39.62264150943396
2020,171450,Ribes de Freser,educació superior,total,població de 25 a 64 anys,,410,34091717145,Ribes de Freser,42.70833333333333
2020,171463,Riells i Viabrea,educació superior,total,població de 25 a 64 anys,,865,34091717146,Riells i Viabrea,35.450819672131146
2020,431264,"Riera de Gaià, la",educació superior,total,població de 25 a 64 anys,,420,34094343126,La Riera de Gaià,43.75
2020,251863,Riner,educació superior,total,població de 25 a 64 anys,,70,34092525186,Riner,51.85185185185185
2020,171479,Ripoll,educació superior,total,població de 25 a 64 anys,,1930,34091717147,Ripoll,32.851063829787236
2020,081803,Ripollet,educació superior,total,població de 25 a 64 anys,,7225,34090808180,Ripollet,32.55237666141023
2020,259139,Riu de Cerdanya,educació superior,total,població de 25 a 64 anys,,40,34092525913,Riu de Cerdanya,66.66666666666666
2020,171485,Riudarenes,educació superior,total,població de 25 a 64 anys,,345,34091717148,Riudarenes,28.04878048780488
2020,171498,Riudaura,educació superior,total,població de 25 a 64 anys,,145,34091717149,Riudaura,52.72727272727272
2020,431270,Riudecanyes,educació superior,total,població de 25 a 64 anys,,260,34094343127,Riudecanyes,40.0
2020,431286,Riudecols,educació superior,total,població de 25 a 64 anys,,240,34094343128,Riudecols,34.04255319148936
2020,171501,Riudellots de la Selva,educació superior,total,població de 25 a 64 anys,,435,34091717150,Riudellots de la Selva,37.17948717948718
2020,431299,Riudoms,educació superior,total,població de 25 a 64 anys,,1190,34094343129,Riudoms,33.80681818181818
2020,171518,Riumors,educació superior,total,població de 25 a 64 anys,,60,34091717151,Riumors,44.44444444444444
2020,081810,"Roca del Vallès, la",educació superior,total,població de 25 a 64 anys,,2730,34090808181,La Roca del Vallès,45.08670520231214
2020,431303,Rocafort de Queralt,educació superior,total,població de 25 a 64 anys,,50,34094343130,Rocafort de Queralt,45.45454545454545
2020,431310,Roda de Berà,educació superior,total,població de 25 a 64 anys,,1235,34094343131,Roda de Berà,33.24360699865411
2020,081831,Roda de Ter,educació superior,total,població de 25 a 64 anys,,1120,34090808183,Roda de Ter,30.64295485636115
2020,431325,Rodonyà,educació superior,total,població de 25 a 64 anys,,75,34094343132,Rodonyà,26.785714285714285
2020,431331,Roquetes,educació superior,total,població de 25 a 64 anys,,1510,34094343133,Roquetes,33.59288097886541
2020,171523,Roses,educació superior,total,població de 25 a 64 anys,,2755,34091717152,Roses,25.125398996808023
2020,251898,Rosselló,educació superior,total,població de 25 a 64 anys,,620,34092525189,Rosselló,32.71767810026385
2020,431346,"Rourell, el",educació superior,total,població de 25 a 64 anys,,65,34094343134,El Rourell,30.952380952380953
2020,081846,Rubí,educació superior,total,població de 25 a 64 anys,,16450,34090808184,Rubí,36.5677448038235
2020,081859,Rubió,educació superior,total,població de 25 a 64 anys,,65,34090808185,Rubió,50.0
2020,171539,Rupià,educació superior,total,població de 25 a 64 anys,,75,34091717153,Rupià,55.55555555555556
2020,089019,Rupit i Pruit,educació superior,total,població de 25 a 64 anys,,60,34090808901,Rupit i Pruit,41.37931034482759
2020,081878,Sabadell,educació superior,total,població de 25 a 64 anys,,45405,34090808187,Sabadell,38.168291862811024
2020,081884,Sagàs,educació superior,total,població de 25 a 64 anys,,50,34090808188,Sagàs,62.5
2020,251902,Salàs de Pallars,educació superior,total,població de 25 a 64 anys,,100,34092525190,Salàs de Pallars,54.054054054054056
2020,081901,Saldes,educació superior,total,població de 25 a 64 anys,,60,34090808190,Saldes,38.70967741935484
2020,171544,Sales de Llierca,educació superior,total,població de 25 a 64 anys,,65,34091717154,Sales de Llierca,68.42105263157895
2020,081918,Sallent,educació superior,total,població de 25 a 64 anys,,1235,34090808191,Sallent,35.539568345323744
2020,431359,Salomó,educació superior,total,població de 25 a 64 anys,,90,34094343135,Salomó,31.57894736842105
2020,439057,Salou,educació superior,total,població de 25 a 64 anys,,6625,34094343905,Salou,37.9438717067583
2020,171557,Salt,educació superior,total,població de 25 a 64 anys,,3590,34091717155,Salt,19.823302043070125
2020,251919,Sanaüja,educació superior,total,població de 25 a 64 anys,,70,34092525191,Sanaüja,35.8974358974359
2020,081944,Sant Adrià de Besòs,educació superior,total,població de 25 a 64 anys,,6505,34090808194,Sant Adrià de Besòs,31.28155806684299
2020,081957,Sant Agustí de Lluçanès,educació superior,total,població de 25 a 64 anys,,25,34090808195,Sant Agustí de Lluçanès,50.0
2020,081960,Sant Andreu de la Barca,educació superior,total,població de 25 a 64 anys,,5135,34090808196,Sant Andreu de la Barca,33.4527687296417
2020,081976,Sant Andreu de Llavaneres,educació superior,total,població de 25 a 64 anys,,3325,34090808197,Sant Andreu de Llavaneres,54.37448896156991
2020,171576,Sant Andreu Salou,educació superior,total,població de 25 a 64 anys,,50,34091717157,Sant Andreu Salou,62.5
2020,171833,Sant Aniol de Finestres,educació superior,total,població de 25 a 64 anys,,100,34091717183,Sant Aniol de Finestres,52.63157894736842
2020,081982,Sant Antoni de Vilamajor,educació superior,total,població de 25 a 64 anys,,1640,34090808198,Sant Antoni de Vilamajor,46.52482269503546
2020,081995,Sant Bartomeu del Grau,educació superior,total,població de 25 a 64 anys,,180,34090808199,Sant Bartomeu del Grau,36.0
2020,082009,Sant Boi de Llobregat,educació superior,total,població de 25 a 64 anys,,16950,34090808200,Sant Boi de Llobregat,36.21407969234056
2020,082016,Sant Boi de Lluçanès,educació superior,total,població de 25 a 64 anys,,105,34090808201,Sant Boi de Lluçanès,36.84210526315789
2020,082037,Sant Cebrià de Vallalta,educació superior,total,població de 25 a 64 anys,,860,34090808203,Sant Cebrià de Vallalta,42.8927680798005
2020,082021,Sant Celoni,educació superior,total,població de 25 a 64 anys,,3725,34090808202,Sant Celoni,37.21278721278721
2020,082042,Sant Climent de Llobregat,educació superior,total,població de 25 a 64 anys,,1150,34090808204,Sant Climent de Llobregat,48.11715481171548
2020,171582,Sant Climent Sescebes,educació superior,total,població de 25 a 64 anys,,145,34091717158,Sant Climent Sescebes,36.708860759493675
2020,082055,Sant Cugat del Vallès,educació superior,total,població de 25 a 64 anys,,36300,34090808205,Sant Cugat del Vallès,72.49126310534199
2020,082068,Sant Cugat Sesgarrigues,educació superior,total,població de 25 a 64 anys,,235,34090808206,Sant Cugat Sesgarrigues,43.51851851851852
2020,251961,Sant Esteve de la Sarga,educació superior,total,població de 25 a 64 anys,,25,34092525196,Sant Esteve de la Sarga,38.46153846153847
2020,082074,Sant Esteve de Palautordera,educació superior,total,població de 25 a 64 anys,,890,34090808207,Sant Esteve de Palautordera,57.234726688102896
2020,082080,Sant Esteve Sesrovires,educació superior,total,població de 25 a 64 anys,,2145,34090808208,Sant Esteve Sesrovires,49.423963133640555
2020,171595,Sant Feliu de Buixalleu,educació superior,total,població de 25 a 64 anys,,175,34091717159,Sant Feliu de Buixalleu,37.634408602150536
2020,082107,Sant Feliu de Codines,educació superior,total,població de 25 a 64 anys,,1470,34090808210,Sant Feliu de Codines,40.55172413793103
2020,171609,Sant Feliu de Guíxols,educació superior,total,població de 25 a 64 anys,,3655,34091717160,Sant Feliu de Guíxols,30.49645390070922
2020,082114,Sant Feliu de Llobregat,educació superior,total,població de 25 a 64 anys,,11510,34090808211,Sant Feliu de Llobregat,46.28065942903096
2020,171616,Sant Feliu de Pallerols,educació superior,total,població de 25 a 64 anys,,355,34091717161,Sant Feliu de Pallerols,49.30555555555556
2020,082129,Sant Feliu Sasserra,educació superior,total,població de 25 a 64 anys,,125,34090808212,Sant Feliu Sasserra,39.0625
2020,171621,Sant Ferriol,educació superior,total,població de 25 a 64 anys,,65,34091717162,Sant Ferriol,50.0
2020,082093,Sant Fost de Campsentelles,educació superior,total,població de 25 a 64 anys,,2050,34090808209,Sant Fost de Campsentelles,42.93193717277487
2020,082135,Sant Fruitós de Bages,educació superior,total,població de 25 a 64 anys,,1925,34090808213,Sant Fruitós de Bages,39.16581892166836
2020,171637,Sant Gregori,educació superior,total,població de 25 a 64 anys,,1105,34091717163,Sant Gregori,52.49406175771971
2020,251924,Sant Guim de Freixenet,educació superior,total,població de 25 a 64 anys,,215,34092525192,Sant Guim de Freixenet,39.81481481481482
2020,251977,Sant Guim de la Plana,educació superior,total,població de 25 a 64 anys,,35,34092525197,Sant Guim de la Plana,35.0
2020,171642,Sant Hilari Sacalm,educació superior,total,població de 25 a 64 anys,,815,34091717164,Sant Hilari Sacalm,26.29032258064516
2020,082153,Sant Hipòlit de Voltregà,educació superior,total,població de 25 a 64 anys,,675,34090808215,Sant Hipòlit de Voltregà,34.61538461538461
2020,081939,Sant Iscle de Vallalta,educació superior,total,població de 25 a 64 anys,,325,34090808193,Sant Iscle de Vallalta,42.48366013071895
2020,439023,Sant Jaume d'Enveja,educació superior,total,població de 25 a 64 anys,,375,34094343902,Sant Jaume d'Enveja,20.10723860589812
2020,082166,Sant Jaume de Frontanyà,educació superior,total,població de 25 a 64 anys,,5,34090808216,Sant Jaume de Frontanyà,33.33333333333333
2020,171655,Sant Jaume de Llierca,educació superior,total,població de 25 a 64 anys,,205,34091717165,Sant Jaume de Llierca,44.086021505376344
2020,431378,Sant Jaume dels Domenys,educació superior,total,població de 25 a 64 anys,,445,34094343137,Sant Jaume dels Domenys,31.010452961672474
2020,171674,Sant Joan de les Abadesses,educació superior,total,població de 25 a 64 anys,,660,34091717167,Sant Joan de les Abadesses,39.40298507462687
2020,171680,Sant Joan de Mollet,educació superior,total,població de 25 a 64 anys,,120,34091717168,Sant Joan de Mollet,43.63636363636363
2020,082188,Sant Joan de Vilatorrada,educació superior,total,població de 25 a 64 anys,,1960,34090808218,Sant Joan de Vilatorrada,32.996632996633
2020,082172,Sant Joan Despí,educació superior,total,població de 25 a 64 anys,,9495,34090808217,Sant Joan Despí,50.38471743167949
2020,171851,Sant Joan les Fonts,educació superior,total,població de 25 a 64 anys,,595,34091717185,Sant Joan les Fonts,36.28048780487805
2020,171668,Sant Jordi Desvalls,educació superior,total,població de 25 a 64 anys,,190,34091717166,Sant Jordi Desvalls,46.34146341463415
2020,089030,Sant Julià de Cerdanyola,educació superior,total,població de 25 a 64 anys,,75,34090808903,Sant Julià de Cerdanyola,57.692307692307686
2020,171693,Sant Julià de Ramis,educació superior,total,població de 25 a 64 anys,,845,34091717169,Sant Julià de Ramis,41.21951219512195
2020,082205,Sant Julià de Vilatorta,educació superior,total,població de 25 a 64 anys,,890,34090808220,Sant Julià de Vilatorta,51.74418604651163
2020,179032,Sant Julià del Llor i Bonmatí,educació superior,total,població de 25 a 64 anys,,230,34091717903,Sant Julià del Llor i Bonmatí,30.4635761589404
2020,082212,Sant Just Desvern,educació superior,total,població de 25 a 64 anys,,7150,34090808221,Sant Just Desvern,71.9677906391545
2020,082227,Sant Llorenç d'Hortons,educació superior,total,població de 25 a 64 anys,,625,34090808222,Sant Llorenç d'Hortons,44.642857142857146
2020,171714,Sant Llorenç de la Muga,educació superior,total,població de 25 a 64 anys,,60,34091717171,Sant Llorenç de la Muga,38.70967741935484
2020,251930,Sant Llorenç de Morunys,educació superior,total,població de 25 a 64 anys,,200,34092525193,Sant Llorenç de Morunys,41.23711340206185
2020,082233,Sant Llorenç Savall,educació superior,total,població de 25 a 64 anys,,405,34090808223,Sant Llorenç Savall,31.03448275862069
2020,082251,Sant Martí d'Albars,educació superior,total,població de 25 a 64 anys,,35,34090808225,Sant Martí d'Albars,63.63636363636363
2020,082248,Sant Martí de Centelles,educació superior,total,població de 25 a 64 anys,,280,34090808224,Sant Martí de Centelles,39.71631205673759
2020,171729,Sant Martí de Llémena,educació superior,total,població de 25 a 64 anys,,170,34091717172,Sant Martí de Llémena,44.73684210526316
2020,259025,Sant Martí de Riucorb,educació superior,total,població de 25 a 64 anys,,125,34092525902,Sant Martí de Riucorb,39.682539682539684
2020,082264,Sant Martí de Tous,educació superior,total,població de 25 a 64 anys,,350,34090808226,Sant Martí de Tous,55.55555555555556
2020,082270,Sant Martí Sarroca,educació superior,total,població de 25 a 64 anys,,630,34090808227,Sant Martí Sarroca,34.806629834254146
2020,082286,Sant Martí Sesgueioles,educació superior,total,població de 25 a 64 anys,,65,34090808228,Sant Martí Sesgueioles,33.33333333333333
2020,171735,Sant Martí Vell,educació superior,total,població de 25 a 64 anys,,65,34091717173,Sant Martí Vell,48.148148148148145
2020,082299,Sant Mateu de Bages,educació superior,total,població de 25 a 64 anys,,140,34090808229,Sant Mateu de Bages,45.90163934426229
2020,171740,Sant Miquel de Campmajor,educació superior,total,població de 25 a 64 anys,,70,34091717174,Sant Miquel de Campmajor,56.00000000000001
2020,171753,Sant Miquel de Fluvià,educació superior,total,població de 25 a 64 anys,,110,34091717175,Sant Miquel de Fluvià,23.91304347826087
2020,171766,Sant Mori,educació superior,total,població de 25 a 64 anys,,40,34091717176,Sant Mori,38.095238095238095
2020,171772,Sant Pau de Segúries,educació superior,total,població de 25 a 64 anys,,145,34091717177,Sant Pau de Segúries,40.845070422535215
2020,082310,Sant Pere de Ribes,educació superior,total,població de 25 a 64 anys,,6850,34090808231,Sant Pere de Ribes,38.6350817822899
2020,082325,Sant Pere de Riudebitlles,educació superior,total,població de 25 a 64 anys,,425,34090808232,Sant Pere de Riudebitlles,34.274193548387096
2020,082331,Sant Pere de Torelló,educació superior,total,població de 25 a 64 anys,,510,34090808233,Sant Pere de Torelló,36.69064748201439
2020,082346,Sant Pere de Vilamajor,educació superior,total,població de 25 a 64 anys,,1230,34090808234,Sant Pere de Vilamajor,47.30769230769231
2020,171788,Sant Pere Pescador,educació superior,total,població de 25 a 64 anys,,320,34091717178,Sant Pere Pescador,26.666666666666668
2020,081897,Sant Pere Sallavinera,educació superior,total,població de 25 a 64 anys,,40,34090808189,Sant Pere Sallavinera,57.14285714285714
2020,082359,Sant Pol de Mar,educació superior,total,població de 25 a 64 anys,,1655,34090808235,Sant Pol de Mar,57.565217391304344
2020,082362,Sant Quintí de Mediona,educació superior,total,població de 25 a 64 anys,,355,34090808236,Sant Quintí de Mediona,28.063241106719367
2020,082378,Sant Quirze de Besora,educació superior,total,població de 25 a 64 anys,,400,34090808237,Sant Quirze de Besora,36.199095022624434
2020,082384,Sant Quirze del Vallès,educació superior,total,població de 25 a 64 anys,,6630,34090808238,Sant Quirze del Vallès,59.40860215053764
2020,082397,Sant Quirze Safaja,educació superior,total,població de 25 a 64 anys,,200,34090808239,Sant Quirze Safaja,53.333333333333336
2020,251945,Sant Ramon,educació superior,total,població de 25 a 64 anys,,100,34092525194,Sant Ramon,40.816326530612244
2020,082401,Sant Sadurní d'Anoia,educació superior,total,població de 25 a 64 anys,,2765,34090808240,Sant Sadurní d'Anoia,38.99858956276446
