any,geo,municipis,nivell de formació assolit,sexe,concepte,estat,valor,Codes,Names,valor en %
2020,430477,Constantí,educació superior,total,població de 25 a 64 anys,,895,34094343047,Constantí,23.771580345285525
2020,080713,Copons,educació superior,total,població de 25 a 64 anys,,90,34090808071,Copons,54.54545454545454
2020,430483,Corbera d'Ebre,educació superior,total,població de 25 a 64 anys,,140,34094343048,Corbera d'Ebre,25.925925925925924
2020,080728,Corbera de Llobregat,educació superior,total,població de 25 a 64 anys,,3955,34090808072,Corbera de Llobregat,45.14840182648402
2020,250788,Corbins,educació superior,total,població de 25 a 64 anys,,300,34092525078,Corbins,37.03703703703704
2020,170577,Corçà,educació superior,total,població de 25 a 64 anys,,280,34091717057,Corçà,41.48148148148148
2020,080734,Cornellà de Llobregat,educació superior,total,població de 25 a 64 anys,,19435,34090808073,Cornellà de Llobregat,39.01043757527097
2020,170561,Cornellà del Terri,educació superior,total,població de 25 a 64 anys,,595,34091717056,Cornellà del Terri,44.905660377358494
2020,430496,Cornudella de Montsant,educació superior,total,població de 25 a 64 anys,,220,34094343049,Cornudella de Montsant,37.93103448275862
2020,430509,Creixell,educació superior,total,població de 25 a 64 anys,,600,34094343050,Creixell,29.7029702970297
2020,170583,Crespià,educació superior,total,població de 25 a 64 anys,,60,34091717058,Crespià,42.857142857142854
2020,179011,"Cruïlles, Monells i Sant Sadurní de l'Heura",educació superior,total,població de 25 a 64 anys,,285,34091717901,"Cruïlles, Monells i Sant Sadurní de l'Heura",39.310344827586206
2020,080749,Cubelles,educació superior,total,població de 25 a 64 anys,,3590,34090808074,Cubelles,40.022296544035676
2020,250791,Cubells,educació superior,total,població de 25 a 64 anys,,65,34092525079,Cubells,38.23529411764706
2020,430516,Cunit,educació superior,total,població de 25 a 64 anys,,2400,34094343051,Cunit,33.58992302309307
2020,170600,Darnius,educació superior,total,població de 25 a 64 anys,,95,34091717060,Darnius,31.666666666666664
2020,170617,Das,educació superior,total,població de 25 a 64 anys,,70,34091717061,Das,53.84615384615385
2020,439018,Deltebre,educació superior,total,població de 25 a 64 anys,,1550,34094343901,Deltebre,24.42868400315209
2020,080752,Dosrius,educació superior,total,població de 25 a 64 anys,,1425,34090808075,Dosrius,43.31306990881459
2020,430537,Duesaigües,educació superior,total,població de 25 a 64 anys,,45,34094343053,Duesaigües,31.03448275862069
2020,170622,"Escala, l'",educació superior,total,població de 25 a 64 anys,,1595,34091717062,L'Escala,27.86026200873362
2020,080765,Esparreguera,educació superior,total,població de 25 a 64 anys,,4540,34090808076,Esparreguera,36.074692093762415
2020,170638,Espinelves,educació superior,total,població de 25 a 64 anys,,60,34091717063,Espinelves,44.44444444444444
2020,250812,"Espluga Calba, l'",educació superior,total,població de 25 a 64 anys,,55,34092525081,L'Espluga Calba,34.375
2020,430542,"Espluga de Francolí, l'",educació superior,total,població de 25 a 64 anys,,690,34094343054,L'Espluga de Francolí,33.57664233576642
2020,080771,Esplugues de Llobregat,educació superior,total,població de 25 a 64 anys,,12210,34090808077,Esplugues de Llobregat,48.28949970338145
2020,170643,Espolla,educació superior,total,població de 25 a 64 anys,,85,34091717064,Espolla,40.476190476190474
2020,170656,Esponellà,educació superior,total,població de 25 a 64 anys,,120,34091717065,Esponellà,52.17391304347826
2020,250827,Espot,educació superior,total,població de 25 a 64 anys,,110,34092525082,Espot,51.162790697674424
2020,080787,"Espunyola, l'",educació superior,total,població de 25 a 64 anys,,65,34090808078,L'Espunyola,48.148148148148145
2020,082541,"Esquirol, l'",educació superior,total,població de 25 a 64 anys,,540,34090808254,L'Esquirol,46.15384615384615
2020,250886,Estamariu,educació superior,total,població de 25 a 64 anys,,25,34092525088,Estamariu,41.66666666666667
2020,080790,"Estany, l'",educació superior,total,població de 25 a 64 anys,,105,34090808079,L'Estany,50.0
2020,250851,Estaràs,educació superior,total,població de 25 a 64 anys,,45,34092525085,Estaràs,56.25
2020,250864,Esterri d'Àneu,educació superior,total,població de 25 a 64 anys,,230,34092525086,Esterri d'Àneu,45.54455445544555
2020,250870,Esterri de Cardós,educació superior,total,població de 25 a 64 anys,,20,34092525087,Esterri de Cardós,57.14285714285714
2020,430555,Falset,educació superior,total,població de 25 a 64 anys,,580,34094343055,Falset,39.59044368600683
2020,170059,"Far d'Empordà, el",educació superior,total,població de 25 a 64 anys,,110,34091717005,El Far d'Empordà,34.375
2020,250899,Farrera,educació superior,total,població de 25 a 64 anys,,30,34092525089,Farrera,46.15384615384615
2020,430568,"Fatarella, la",educació superior,total,població de 25 a 64 anys,,140,34094343056,La Fatarella,31.11111111111111
2020,430574,"Febró, la",educació superior,total,població de 25 a 64 anys,,10,34094343057,La Febró,40.0
2020,081347,Figaró-Montmany,educació superior,total,població de 25 a 64 anys,,300,34090808134,Figaró-Montmany,45.80152671755725
2020,080804,Fígols,educació superior,total,població de 25 a 64 anys,,15,34090808080,Fígols,60.0
2020,259084,Fígols i Alinyà,educació superior,total,població de 25 a 64 anys,,60,34092525908,Fígols i Alinyà,44.44444444444444
2020,430580,"Figuera, la",educació superior,total,població de 25 a 64 anys,,20,34094343058,La Figuera,30.76923076923077
2020,170669,Figueres,educació superior,total,població de 25 a 64 anys,,5635,34091717066,Figueres,21.442161339421613
2020,430593,Figuerola del Camp,educació superior,total,població de 25 a 64 anys,,85,34094343059,Figuerola del Camp,48.57142857142857
2020,170675,Flaçà,educació superior,total,població de 25 a 64 anys,,225,34091717067,Flaçà,36.885245901639344
2020,430607,Flix,educació superior,total,població de 25 a 64 anys,,725,34094343060,Flix,39.61748633879781
2020,250925,"Floresta, la",educació superior,total,població de 25 a 64 anys,,40,34092525092,La Floresta,50.0
2020,080826,Fogars de la Selva,educació superior,total,població de 25 a 64 anys,,225,34090808082,Fogars de la Selva,26.785714285714285
2020,080811,Fogars de Montclús,educació superior,total,població de 25 a 64 anys,,125,34090808081,Fogars de Montclús,48.07692307692308
2020,170681,Foixà,educació superior,total,població de 25 a 64 anys,,80,34091717068,Foixà,50.0
2020,080832,Folgueroles,educació superior,total,població de 25 a 64 anys,,600,34090808083,Folgueroles,50.0
2020,250931,Fondarella,educació superior,total,població de 25 a 64 anys,,180,34092525093,Fondarella,40.44943820224719
2020,080847,Fonollosa,educació superior,total,població de 25 a 64 anys,,350,34090808084,Fonollosa,42.68292682926829
2020,170694,Fontanals de Cerdanya,educació superior,total,població de 25 a 64 anys,,130,34091717069,Fontanals de Cerdanya,54.166666666666664
2020,170708,Fontanilles,educació superior,total,població de 25 a 64 anys,,30,34091717070,Fontanilles,35.294117647058826
2020,170715,Fontcoberta,educació superior,total,població de 25 a 64 anys,,380,34091717071,Fontcoberta,46.34146341463415
2020,080850,Font-rubí,educació superior,total,població de 25 a 64 anys,,320,34090808085,Font-rubí,43.53741496598639
2020,250946,Foradada,educació superior,total,població de 25 a 64 anys,,45,34092525094,Foradada,50.0
2020,179026,Forallac,educació superior,total,població de 25 a 64 anys,,380,34091717902,Forallac,40.86021505376344
2020,430614,Forès,educació superior,total,població de 25 a 64 anys,,5,34094343061,Forès,33.33333333333333
2020,170736,Fornells de la Selva,educació superior,total,població de 25 a 64 anys,,850,34091717073,Fornells de la Selva,58.4192439862543
2020,170741,Fortià,educació superior,total,població de 25 a 64 anys,,160,34091717074,Fortià,37.64705882352941
2020,080863,"Franqueses del Vallès, les",educació superior,total,població de 25 a 64 anys,,4040,34090808086,Les Franqueses del Vallès,34.72281908036098
2020,430629,Freginals,educació superior,total,població de 25 a 64 anys,,85,34094343062,Freginals,37.77777777777778
2020,250962,"Fuliola, la",educació superior,total,població de 25 a 64 anys,,180,34092525096,La Fuliola,28.125
2020,250978,Fulleda,educació superior,total,població de 25 a 64 anys,,30,34092525097,Fulleda,50.0
2020,080902,Gaià,educació superior,total,població de 25 a 64 anys,,45,34090808090,Gaià,40.909090909090914
2020,430635,"Galera, la",educació superior,total,població de 25 a 64 anys,,120,34094343063,La Galera,30.76923076923077
2020,080879,Gallifa,educació superior,total,població de 25 a 64 anys,,50,34090808087,Gallifa,50.0
2020,430640,Gandesa,educació superior,total,població de 25 a 64 anys,,435,34094343064,Gandesa,26.20481927710843
2020,430653,Garcia,educació superior,total,població de 25 a 64 anys,,95,34094343065,Garcia,33.33333333333333
2020,430666,"Garidells, els",educació superior,total,població de 25 a 64 anys,,45,34094343066,Els Garidells,36.0
2020,080885,"Garriga, la",educació superior,total,població de 25 a 64 anys,,4570,34090808088,La Garriga,49.700924415443176
2020,170754,Garrigàs,educació superior,total,població de 25 a 64 anys,,110,34091717075,Garrigàs,41.509433962264154
2020,170767,Garrigoles,educació superior,total,població de 25 a 64 anys,,45,34091717076,Garrigoles,50.0
2020,170773,Garriguella,educació superior,total,població de 25 a 64 anys,,180,34091717077,Garriguella,39.56043956043956
2020,080898,Gavà,educació superior,total,població de 25 a 64 anys,,11310,34090808089,Gavà,42.824687618326394
2020,250984,Gavet de la Conca,educació superior,total,població de 25 a 64 anys,,55,34092525098,Gavet de la Conca,42.30769230769231
2020,080919,Gelida,educació superior,total,població de 25 a 64 anys,,1955,34090808091,Gelida,45.09803921568628
2020,170789,Ger,educació superior,total,població de 25 a 64 anys,,125,34091717078,Ger,50.0
2020,259123,Gimenells i el Pla de la Font,educació superior,total,població de 25 a 64 anys,,170,34092525912,Gimenells i el Pla de la Font,33.663366336633665
2020,430672,Ginestar,educació superior,total,població de 25 a 64 anys,,120,34094343067,Ginestar,30.0
2020,170792,Girona,educació superior,total,població de 25 a 64 anys,,26350,34091717079,Girona,45.58429201626157
2020,080924,Gironella,educació superior,total,població de 25 a 64 anys,,910,34090808092,Gironella,35.4775828460039
2020,080930,Gisclareny,educació superior,total,població de 25 a 64 anys,,10,34090808093,Gisclareny,66.66666666666666
2020,430688,Godall,educació superior,total,població de 25 a 64 anys,,90,34094343068,Godall,30.0
2020,250997,Golmés,educació superior,total,població de 25 a 64 anys,,375,34092525099,Golmés,37.12871287128713
2020,170806,Gombrèn,educació superior,total,població de 25 a 64 anys,,50,34091717080,Gombrèn,50.0
2020,251001,Gósol,educació superior,total,població de 25 a 64 anys,,50,34092525100,Gósol,41.66666666666667
2020,080945,"Granada, la",educació superior,total,població de 25 a 64 anys,,535,34090808094,La Granada,42.46031746031746
2020,251018,"Granadella, la",educació superior,total,població de 25 a 64 anys,,145,34092525101,La Granadella,38.15789473684211
2020,080958,Granera,educació superior,total,població de 25 a 64 anys,,30,34090808095,Granera,54.54545454545454
2020,251023,"Granja d'Escarp, la",educació superior,total,població de 25 a 64 anys,,140,34092525102,La Granja d'Escarp,26.41509433962264
2020,080961,Granollers,educació superior,total,població de 25 a 64 anys,,13775,34090808096,Granollers,39.116853613516966
2020,251039,Granyanella,educació superior,total,població de 25 a 64 anys,,30,34092525103,Granyanella,35.294117647058826
2020,251057,Granyena de les Garrigues,educació superior,total,població de 25 a 64 anys,,30,34092525105,Granyena de les Garrigues,40.0
2020,251044,Granyena de Segarra,educació superior,total,població de 25 a 64 anys,,25,34092525104,Granyena de Segarra,35.714285714285715
2020,430691,Gratallops,educació superior,total,població de 25 a 64 anys,,55,34094343069,Gratallops,39.285714285714285
2020,080977,Gualba,educació superior,total,població de 25 a 64 anys,,430,34090808097,Gualba,49.71098265895954
2020,170813,Gualta,educació superior,total,població de 25 a 64 anys,,85,34091717081,Gualta,39.53488372093023
2020,080996,Guardiola de Berguedà,educació superior,total,població de 25 a 64 anys,,200,34090808099,Guardiola de Berguedà,38.095238095238095
2020,430705,"Guiamets, els",educació superior,total,població de 25 a 64 anys,,75,34094343070,Els Guiamets,48.38709677419355
2020,170828,Guils de Cerdanya,educació superior,total,població de 25 a 64 anys,,180,34091717082,Guils de Cerdanya,53.73134328358209
2020,251095,Guimerà,educació superior,total,població de 25 a 64 anys,,55,34092525109,Guimerà,39.285714285714285
2020,259031,"Guingueta d'Àneu, la",educació superior,total,població de 25 a 64 anys,,75,34092525903,La Guingueta d'Àneu,48.38709677419355
2020,251109,Guissona,educació superior,total,població de 25 a 64 anys,,870,34092525110,Guissona,20.398593200468934
2020,251116,Guixers,educació superior,total,població de 25 a 64 anys,,25,34092525111,Guixers,38.46153846153847
2020,081000,Gurb,educació superior,total,població de 25 a 64 anys,,840,34090808100,Gurb,56.375838926174495
2020,430712,Horta de Sant Joan,educació superior,total,població de 25 a 64 anys,,170,34094343071,Horta de Sant Joan,29.059829059829063
2020,081017,"Hospitalet de Llobregat, l'",educació superior,total,població de 25 a 64 anys,,51510,34090808101,L'Hospitalet de Llobregat,33.97533144251698
2020,081629,"Hostalets de Pierola, els",educació superior,total,població de 25 a 64 anys,,640,34090808162,Els Hostalets de Pierola,37.2093023255814
2020,170834,Hostalric,educació superior,total,població de 25 a 64 anys,,760,34091717083,Hostalric,32.06751054852321
2020,081022,Igualada,educació superior,total,població de 25 a 64 anys,,9225,34090808102,Igualada,42.21002059025395
2020,251155,Isona i Conca Dellà,educació superior,total,població de 25 a 64 anys,,195,34092525115,Isona i Conca Dellà,37.5
2020,170849,Isòvol,educació superior,total,població de 25 a 64 anys,,95,34091717084,Isòvol,59.375
2020,251137,Ivars d'Urgell,educació superior,total,població de 25 a 64 anys,,275,34092525113,Ivars d'Urgell,35.483870967741936
2020,251121,Ivars de Noguera,educació superior,total,població de 25 a 64 anys,,50,34092525112,Ivars de Noguera,28.57142857142857
2020,251142,Ivorra,educació superior,total,població de 25 a 64 anys,,25,34092525114,Ivorra,38.46153846153847
2020,170852,Jafre,educació superior,total,població de 25 a 64 anys,,100,34091717085,Jafre,47.61904761904761
2020,170865,"Jonquera, la",educació superior,total,població de 25 a 64 anys,,250,34091717086,La Jonquera,13.404825737265416
2020,081038,Jorba,educació superior,total,població de 25 a 64 anys,,245,34090808103,Jorba,50.0
2020,259101,Josa i Tuixén,educació superior,total,població de 25 a 64 anys,,30,34092525910,Josa i Tuixén,42.857142857142854
2020,170871,Juià,educació superior,total,població de 25 a 64 anys,,85,34091717087,Juià,54.83870967741935
2020,251180,Juncosa,educació superior,total,població de 25 a 64 anys,,60,34092525118,Juncosa,27.27272727272727
2020,251193,Juneda,educació superior,total,població de 25 a 64 anys,,640,34092525119,Juneda,32.241813602015114
2020,251214,Les,educació superior,total,població de 25 a 64 anys,,210,34092525121,Les,34.146341463414636
2020,251229,Linyola,educació superior,total,població de 25 a 64 anys,,465,34092525122,Linyola,31.74061433447099
2020,081043,"Llacuna, la",educació superior,total,població de 25 a 64 anys,,210,34090808104,La Llacuna,42.42424242424242
2020,170887,Lladó,educació superior,total,població de 25 a 64 anys,,210,34091717088,Lladó,45.16129032258064
2020,251235,Lladorre,educació superior,total,població de 25 a 64 anys,,65,34092525123,Lladorre,48.148148148148145
2020,251240,Lladurs,educació superior,total,població de 25 a 64 anys,,40,34092525124,Lladurs,42.10526315789473
2020,081056,"Llagosta, la",educació superior,total,població de 25 a 64 anys,,1880,34090808105,La Llagosta,25.150501672240804
2020,170890,Llagostera,educació superior,total,població de 25 a 64 anys,,1500,34091717089,Llagostera,31.15264797507788
2020,170904,Llambilles,educació superior,total,població de 25 a 64 anys,,195,34091717090,Llambilles,52.0
2020,170911,Llanars,educació superior,total,població de 25 a 64 anys,,100,34091717091,Llanars,41.66666666666667
2020,170926,Llançà,educació superior,total,població de 25 a 64 anys,,785,34091717092,Llançà,29.02033271719039
2020,251253,Llardecans,educació superior,total,població de 25 a 64 anys,,85,34092525125,Llardecans,37.77777777777778
2020,251266,Llavorsí,educació superior,total,població de 25 a 64 anys,,95,34092525126,Llavorsí,45.23809523809524
2020,251207,Lleida,educació superior,total,població de 25 a 64 anys,,31440,34092525120,Lleida,39.83024007094445
2020,170932,Llers,educació superior,total,població de 25 a 64 anys,,235,34091717093,Llers,35.87786259541985
2020,251272,Lles de Cerdanya,educació superior,total,població de 25 a 64 anys,,65,34092525127,Lles de Cerdanya,44.827586206896555
2020,081075,Lliçà d'Amunt,educació superior,total,població de 25 a 64 anys,,3240,34090808107,Lliçà d'Amunt,37.5
2020,081081,Lliçà de Vall,educació superior,total,població de 25 a 64 anys,,1360,34090808108,Lliçà de Vall,38.47241867043847
2020,251288,Llimiana,educació superior,total,població de 25 a 64 anys,,40,34092525128,Llimiana,53.333333333333336
2020,081069,Llinars del Vallès,educació superior,total,població de 25 a 64 anys,,2245,34090808106,Llinars del Vallès,39.91111111111111
2020,170947,Llívia,educació superior,total,població de 25 a 64 anys,,375,34091717094,Llívia,43.35260115606936
2020,430727,"Lloar, el",educació superior,total,població de 25 a 64 anys,,20,34094343072,El Lloar,36.36363636363637
2020,251291,Llobera,educació superior,total,població de 25 a 64 anys,,40,34092525129,Llobera,44.44444444444444
2020,430733,Llorac,educació superior,total,població de 25 a 64 anys,,30,34094343073,Llorac,50.0
2020,430748,Llorenç del Penedès,educació superior,total,població de 25 a 64 anys,,435,34094343074,Llorenç del Penedès,34.25196850393701
2020,170950,Lloret de Mar,educació superior,total,població de 25 a 64 anys,,4950,34091717095,Lloret de Mar,21.545157780195865
2020,170963,"Llosses, les",educació superior,total,població de 25 a 64 anys,,60,34091717096,Les Llosses,46.15384615384615
2020,081094,Lluçà,educació superior,total,població de 25 a 64 anys,,75,34090808109,Lluçà,48.38709677419355
2020,171024,Maçanet de Cabrenys,educació superior,total,població de 25 a 64 anys,,145,34091717102,Maçanet de Cabrenys,38.15789473684211
2020,171030,Maçanet de la Selva,educació superior,total,població de 25 a 64 anys,,885,34091717103,Maçanet de la Selva,21.8249075215783
2020,170979,Madremanya,educació superior,total,població de 25 a 64 anys,,100,34091717097,Madremanya,66.66666666666666
2020,170985,Maià de Montcal,educació superior,total,població de 25 a 64 anys,,105,34091717098,Maià de Montcal,44.680851063829785
2020,251333,Maials,educació superior,total,població de 25 a 64 anys,,130,34092525133,Maials,27.083333333333332
2020,251305,Maldà,educació superior,total,població de 25 a 64 anys,,40,34092525130,Maldà,34.78260869565217
2020,081108,Malgrat de Mar,educació superior,total,població de 25 a 64 anys,,3215,34090808110,Malgrat de Mar,30.91346153846154
2020,081115,Malla,educació superior,total,població de 25 a 64 anys,,90,34090808111,Malla,58.06451612903226
2020,081120,Manlleu,educació superior,total,població de 25 a 64 anys,,2960,34090808112,Manlleu,25.930792816469555
2020,081136,Manresa,educació superior,total,població de 25 a 64 anys,,16515,34090808113,Manresa,39.139708496267325
2020,430764,Marçà,educació superior,total,població de 25 a 64 anys,,130,34094343076,Marçà,41.269841269841265
2020,430751,Margalef,educació superior,total,població de 25 a 64 anys,,25,34094343075,Margalef,45.45454545454545
2020,082423,Marganell,educació superior,total,població de 25 a 64 anys,,75,34090808242,Marganell,46.875
2020,081141,Martorell,educació superior,total,població de 25 a 64 anys,,4775,34090808114,Martorell,29.965484781926577
2020,081154,Martorelles,educació superior,total,població de 25 a 64 anys,,930,34090808115,Martorelles,34.380776340110906
2020,430770,Mas de Barberans,educació superior,total,població de 25 a 64 anys,,85,34094343077,Mas de Barberans,30.357142857142854
2020,171002,Masarac,educació superior,total,població de 25 a 64 anys,,60,34091717100,Masarac,36.36363636363637
2020,430786,Masdenverge,educació superior,total,població de 25 a 64 anys,,185,34094343078,Masdenverge,32.17391304347826
2020,081167,"Masies de Roda, les",educació superior,total,població de 25 a 64 anys,,145,34090808116,Les Masies de Roda,38.15789473684211
2020,081173,"Masies de Voltregà, les",educació superior,total,població de 25 a 64 anys,,590,34090808117,Les Masies de Voltregà,34.20289855072463
2020,430799,Masllorenç,educació superior,total,població de 25 a 64 anys,,90,34094343079,Masllorenç,30.508474576271187
2020,081189,"Masnou, el",educació superior,total,població de 25 a 64 anys,,7660,34090808118,El Masnou,57.206870799103804
2020,430803,"Masó, la",educació superior,total,població de 25 a 64 anys,,80,34094343080,La Masó,59.25925925925925
2020,430810,Maspujols,educació superior,total,població de 25 a 64 anys,,245,34094343081,Maspujols,52.68817204301075
2020,081192,Masquefa,educació superior,total,població de 25 a 64 anys,,1750,34090808119,Masquefa,32.71028037383177
2020,430825,"Masroig, el",educació superior,total,població de 25 a 64 anys,,75,34094343082,El Masroig,29.411764705882355
2020,251312,Massalcoreig,educació superior,total,població de 25 a 64 anys,,75,34092525131,Massalcoreig,20.0
2020,171019,Massanes,educació superior,total,població de 25 a 64 anys,,140,34091717101,Massanes,32.94117647058823
2020,251327,Massoteres,educació superior,total,població de 25 a 64 anys,,35,34092525132,Massoteres,28.000000000000004
2020,081206,Matadepera,educació superior,total,població de 25 a 64 anys,,3485,34090808120,Matadepera,70.33299697275478
2020,081213,Mataró,educació superior,total,població de 25 a 64 anys,,24890,34090808121,Mataró,34.20365535248042
2020,081228,Mediona,educació superior,total,població de 25 a 64 anys,,510,34090808122,Mediona,39.688715953307394
2020,251348,Menàrguens,educació superior,total,població de 25 a 64 anys,,155,34092525134,Menàrguens,32.97872340425532
2020,170998,Meranges,educació superior,total,població de 25 a 64 anys,,35,34091717099,Meranges,53.84615384615385
2020,171058,Mieres,educació superior,total,població de 25 a 64 anys,,95,34091717105,Mieres,52.77777777777778
2020,430831,"Milà, el",educació superior,total,població de 25 a 64 anys,,40,34094343083,El Milà,38.095238095238095
2020,251351,Miralcamp,educació superior,total,població de 25 a 64 anys,,235,34092525135,Miralcamp,32.63888888888889
2020,430846,Miravet,educació superior,total,població de 25 a 64 anys,,130,34094343084,Miravet,36.11111111111111
2020,081385,Moià,educació superior,total,població de 25 a 64 anys,,1320,34090808138,Moià,37.183098591549296
2020,430859,"Molar, el",educació superior,total,població de 25 a 64 anys,,65,34094343085,El Molar,41.935483870967744
2020,081234,Molins de Rei,educació superior,total,població de 25 a 64 anys,,7500,34090808123,Molins de Rei,51.56411137848058
2020,251370,Mollerussa,educació superior,total,població de 25 a 64 anys,,2390,34092525137,Mollerussa,26.975169300225733
2020,171061,Mollet de Peralada,educació superior,total,població de 25 a 64 anys,,40,34091717106,Mollet de Peralada,44.44444444444444
2020,081249,Mollet del Vallès,educació superior,total,població de 25 a 64 anys,,9575,34090808124,Mollet del Vallès,33.1429560401523
2020,171077,Molló,educació superior,total,població de 25 a 64 anys,,95,34091717107,Molló,52.77777777777778
2020,251364,"Molsosa, la",educació superior,total,població de 25 a 64 anys,,30,34092525136,La Molsosa,54.54545454545454
2020,081287,Monistrol de Calders,educació superior,total,població de 25 a 64 anys,,130,34090808128,Monistrol de Calders,34.66666666666667
2020,081271,Monistrol de Montserrat,educació superior,total,població de 25 a 64 anys,,630,34090808127,Monistrol de Montserrat,35.19553072625698
2020,171096,Montagut i Oix,educació superior,total,població de 25 a 64 anys,,225,34091717109,Montagut i Oix,41.284403669724774
2020,430862,Montblanc,educació superior,total,població de 25 a 64 anys,,1500,34094343086,Montblanc,35.714285714285715
2020,430884,Montbrió del Camp,educació superior,total,població de 25 a 64 anys,,715,34094343088,Montbrió del Camp,42.81437125748503
2020,081252,Montcada i Reixac,educació superior,total,població de 25 a 64 anys,,7310,34090808125,Montcada i Reixac,34.68564650059312
2020,081304,Montclar,educació superior,total,població de 25 a 64 anys,,35,34090808130,Montclar,50.0
2020,251399,Montellà i Martinet,educació superior,total,població de 25 a 64 anys,,145,34092525139,Montellà i Martinet,43.28358208955223
2020,081311,Montesquiu,educació superior,total,població de 25 a 64 anys,,205,34090808131,Montesquiu,36.607142857142854
2020,251403,Montferrer i Castellbò,educació superior,total,població de 25 a 64 anys,,265,34092525140,Montferrer i Castellbò,46.902654867256636
2020,430897,Montferri,educació superior,total,població de 25 a 64 anys,,65,34094343089,Montferri,30.23255813953488
2020,251386,Montgai,educació superior,total,població de 25 a 64 anys,,100,34092525138,Montgai,30.76923076923077
2020,081265,Montgat,educació superior,total,població de 25 a 64 anys,,3620,34090808126,Montgat,50.807017543859644
2020,081326,Montmajor,educació superior,total,població de 25 a 64 anys,,85,34090808132,Montmajor,36.95652173913043
2020,081332,Montmaneu,educació superior,total,població de 25 a 64 anys,,30,34090808133,Montmaneu,37.5
2020,430901,"Montmell, el",educació superior,total,població de 25 a 64 anys,,225,34094343090,El Montmell,24.59016393442623
2020,081350,Montmeló,educació superior,total,població de 25 a 64 anys,,1705,34090808135,Montmeló,34.831460674157306
2020,251425,Montoliu de Lleida,educació superior,total,població de 25 a 64 anys,,95,34092525142,Montoliu de Lleida,36.53846153846153
2020,251410,Montoliu de Segarra,educació superior,total,població de 25 a 64 anys,,55,34092525141,Montoliu de Segarra,55.00000000000001
2020,251431,Montornès de Segarra,educació superior,total,població de 25 a 64 anys,,25,34092525143,Montornès de Segarra,55.55555555555556
2020,081363,Montornès del Vallès,educació superior,total,població de 25 a 64 anys,,2890,34090808136,Montornès del Vallès,30.69569835369092
2020,430918,Mont-ral,educació superior,total,població de 25 a 64 anys,,50,34094343091,Mont-ral,50.0
2020,171100,Mont-ras,educació superior,total,població de 25 a 64 anys,,295,34091717110,Mont-ras,30.89005235602094
2020,430923,Mont-roig del Camp,educació superior,total,població de 25 a 64 anys,,2345,34094343092,Mont-roig del Camp,31.818181818181817
2020,081379,Montseny,educació superior,total,població de 25 a 64 anys,,95,34090808137,Montseny,47.5
2020,430939,Móra d'Ebre,educació superior,total,població de 25 a 64 anys,,1125,34094343093,Móra d'Ebre,35.43307086614173
2020,430944,Móra la Nova,educació superior,total,població de 25 a 64 anys,,535,34094343094,Móra la Nova,31.378299120234605
2020,430957,"Morell, el",educació superior,total,població de 25 a 64 anys,,835,34094343095,El Morell,37.276785714285715
2020,430960,"Morera de Montsant, la",educació superior,total,població de 25 a 64 anys,,40,34094343096,La Morera de Montsant,36.36363636363637
2020,081290,Muntanyola,educació superior,total,població de 25 a 64 anys,,185,34090808129,Muntanyola,50.0
2020,081398,Mura,educació superior,total,població de 25 a 64 anys,,70,34090808139,Mura,58.333333333333336
2020,251459,Nalec,educació superior,total,població de 25 a 64 anys,,25,34092525145,Nalec,62.5
2020,250254,Naut Aran,educació superior,total,població de 25 a 64 anys,,540,34092525025,Naut Aran,46.75324675324675
2020,081402,Navarcles,educació superior,total,població de 25 a 64 anys,,1190,34090808140,Navarcles,35.36404160475483
2020,081419,Navàs,educació superior,total,població de 25 a 64 anys,,1215,34090808141,Navàs,37.327188940092164
2020,171117,Navata,educació superior,total,població de 25 a 64 anys,,370,34091717111,Navata,48.05194805194805
2020,251462,Navès,educació superior,total,població de 25 a 64 anys,,65,34092525146,Navès,43.333333333333336
2020,081424,"Nou de Berguedà, la",educació superior,total,població de 25 a 64 anys,,35,34090808142,La Nou de Berguedà,46.666666666666664
2020,430976,"Nou de Gaià, la",educació superior,total,població de 25 a 64 anys,,160,34094343097,La Nou de Gaià,52.459016393442624
2020,430982,Nulles,educació superior,total,població de 25 a 64 anys,,140,34094343098,Nulles,53.84615384615385
2020,251484,Odèn,educació superior,total,població de 25 a 64 anys,,60,34092525148,Odèn,40.0
2020,081430,Òdena,educació superior,total,població de 25 a 64 anys,,730,34090808143,Òdena,36.13861386138614
2020,171122,Ogassa,educació superior,total,població de 25 a 64 anys,,40,34091717112,Ogassa,28.57142857142857
2020,081458,Olèrdola,educació superior,total,població de 25 a 64 anys,,850,34090808145,Olèrdola,40.38004750593824
2020,081461,Olesa de Bonesvalls,educació superior,total,població de 25 a 64 anys,,385,34090808146,Olesa de Bonesvalls,35.981308411214954
2020,081477,Olesa de Montserrat,educació superior,total,població de 25 a 64 anys,,4975,34090808147,Olesa de Montserrat,37.08535221766679
2020,251497,Oliana,educació superior,total,població de 25 a 64 anys,,320,34092525149,Oliana,33.50785340314136
2020,251500,Oliola,educació superior,total,població de 25 a 64 anys,,45,34092525150,Oliola,42.857142857142854
2020,251517,Olius,educació superior,total,població de 25 a 64 anys,,265,34092525151,Olius,51.45631067961165
2020,081483,Olivella,educació superior,total,població de 25 a 64 anys,,1165,34090808148,Olivella,49.469214437367306
2020,081496,Olost,educació superior,total,població de 25 a 64 anys,,255,34090808149,Olost,39.23076923076923
